Digits,Base,Unique Attractors,Unique Ratio,Dominant,Dominant Freq,Kaprekar Constant?
1,2,1,1.00,0,1.00,NO
1,3,1,1.00,0,1.00,NO
1,4,1,1.00,0,1.00,NO
1,5,1,1.00,0,1.00,NO
1,6,1,1.00,0,1.00,NO
1,7,1,1.00,0,1.00,NO
1,8,1,1.00,0,1.00,NO
1,9,1,1.00,0,1.00,NO
1,10,1,1.00,0,1.00,NO
1,11,1,1.00,0,1.00,NO
1,12,1,1.00,0,1.00,NO
1,13,1,1.00,0,1.00,NO
1,14,1,1.00,0,1.00,NO
1,15,1,1.00,0,1.00,NO
1,16,1,1.00,0,1.00,NO
1,17,1,1.00,0,1.00,NO
1,18,1,1.00,0,1.00,NO
1,19,1,1.00,0,1.00,NO
1,20,1,1.00,0,1.00,NO
1,21,1,1.00,0,1.00,NO
1,22,1,1.00,0,1.00,NO
1,23,1,1.00,0,1.00,NO
1,24,1,1.00,0,1.00,NO
1,25,1,1.00,0,1.00,NO
1,26,1,1.00,0,1.00,NO
1,27,1,1.00,0,1.00,NO
1,28,1,1.00,0,1.00,NO
1,29,1,1.00,0,1.00,NO
1,30,1,1.00,0,1.00,NO
2,2,1,0.01,01 → 01,1.00,YES
2,3,1,0.01,00 → 00,1.00,YES
2,4,2,0.02,03 → 21 → 03,0.78,NO
2,5,2,0.02,13 → 13,0.86,NO
2,6,3,0.03,23 → 05 → 41 → 23,0.50,NO
2,7,1,0.01,00 → 00,1.00,YES
2,8,4,0.04,43 → 07 → 61 → 43,0.35,NO
2,9,3,0.03,17 → 53 → 17,0.59,NO
2,10,5,0.05,27 → 45 → 09 → 81 → ...,0.35,NO
2,11,2,0.02,37 → 37,0.74,NO
2,12,6,0.06,0B → A1 → 83 → 47 → ...,0.31,NO
2,13,4,0.04,1B → 93 → 57 → 1B,0.39,NO
2,14,7,0.07,2B → 85 → 2B,0.27,NO
2,15,1,0.01,00 → 00,1.00,YES
2,16,7,0.07,4B → 69 → 2D → A5 → ...,0.19,NO
2,17,5,0.05,1F → D3 → 97 → 1F,0.39,NO
2,18,8,0.08,6B → 4D → 89 → 0H → ...,0.18,NO
2,19,3,0.03,3F → B7 → 3F,0.55,NO
2,20,10,0.10,8B → 2H → E5 → 8B,0.18,NO
2,21,6,0.06,5F → 9B → 1J → H3 → ...,0.27,NO
2,22,11,0.11,2J → G5 → AB → 0L → ...,0.19,NO
2,23,2,0.02,7F → 7F,0.69,NO
2,24,11,0.11,8F → 6H → AD → 2L → ...,0.17,NO
2,25,7,0.07,DB → 1N → L3 → H7 → ...,0.21,NO
2,26,12,0.12,0P → O1 → M3 → I7 → ...,0.13,NO
2,27,4,0.04,3N → J7 → BF → 3N,0.41,NO
2,28,13,0.13,K7 → CF → 2P → M5 → ...,0.12,NO
2,29,8,0.08,1R → P3 → L7 → DF → ...,0.21,NO
2,30,14,0.14,AJ → 8L → CH → 4P → ...,0.15,NO
3,2,1,0.01,011 → 011,1.00,YES
3,3,2,0.02,121 → 022 → 121,0.51,NO
3,4,1,0.01,132 → 132,1.00,YES
3,5,2,0.02,242 → 143 → 242,0.71,NO
3,6,1,0.01,253 → 253,1.00,YES
3,7,2,0.02,363 → 264 → 363,0.74,NO
3,8,1,0.01,374 → 374,1.00,YES
3,9,2,0.02,484 → 385 → 484,0.82,NO
3,10,1,0.01,495 → 495,1.00,YES
3,11,2,0.02,5A5 → 4A6 → 5A5,0.88,NO
3,12,1,0.01,5B6 → 5B6,1.00,YES
3,13,2,0.02,6C6 → 5C7 → 6C6,0.92,NO
3,14,1,0.01,6D7 → 6D7,1.00,YES
3,15,2,0.02,7E7 → 6E8 → 7E7,0.88,NO
3,16,1,0.01,7F8 → 7F8,1.00,YES
3,17,2,0.02,8G8 → 7G9 → 8G8,0.87,NO
3,18,1,0.01,8H9 → 8H9,1.00,YES
3,19,2,0.02,9I9 → 8IA → 9I9,0.93,NO
3,20,1,0.01,9JA → 9JA,1.00,YES
3,21,2,0.02,AKA → 9KB → AKA,0.93,NO
3,22,1,0.01,ALB → ALB,1.00,YES
3,23,2,0.02,BMB → AMC → BMB,0.95,NO
3,24,1,0.01,BNC → BNC,1.00,YES
3,25,2,0.02,COC → BOD → COC,0.96,NO
3,26,1,0.01,CPD → CPD,1.00,YES
3,27,2,0.02,DQD → CQE → DQD,0.95,NO
3,28,1,0.01,DRE → DRE,1.00,YES
3,29,2,0.02,ESE → DSF → ESE,0.94,NO
3,30,1,0.01,ETF → ETF,1.00,YES
4,2,2,0.02,0111 → 0111,0.61,NO
4,3,2,0.02,1221 → 1012 → 1221,0.74,NO
4,4,3,0.03,2022 → 1332 → 2022,0.40,NO
4,5,1,0.01,3032 → 3032,1.00,YES
4,6,6,0.06,4042 → 4132 → 3043 →...,0.24,NO
4,7,3,0.03,5052 → 5232 → 3054 →...,0.45,NO
4,8,8,0.08,3774 → 4244 → 1776 →...,0.40,NO
4,9,6,0.06,5254 → 3076 → 7252 →...,0.24,NO
4,10,1,0.01,6174 → 6174,1.00,YES
4,11,10,0.10,3098 → 9452 → 7094 →...,0.23,NO
4,12,9,0.09,8374 → 5287 → 6196 →...,0.31,NO
4,13,14,0.14,B0B2 → B832 → 9474 →...,0.13,NO
4,14,3,0.03,A574 → 61B8 → A1B4 →...,0.38,NO
4,15,20,0.20,B674 → 70D8 → D0D2 →...,0.10,NO
4,16,13,0.13,7FF8 → 8688 → 1FFE →...,0.27,NO
4,17,26,0.26,B2D6 → B4B6 → 74BA →...,0.12,NO
4,18,6,0.06,61FC → E5B4 → A5B8 →...,0.23,NO
4,19,33,0.33,F0H4 → HA72 → F2F4 →...,0.08,NO
4,20,7,0.07,C3F8 → C3F8,0.75,NO
4,21,38,0.38,F4F6 → B8BA → 30JI →...,0.07,NO
4,22,10,0.10,A1JC → I1J4 → ID74 →...,0.17,NO
4,23,42,0.42,J2J4 → HE76 → B6FC →...,0.05,NO
4,24,9,0.09,G7F8 → 96GF → A5HE →...,0.28,NO
4,25,48,0.48,HE98 → 94JG → F6HA →...,0.05,NO
4,26,15,0.15,A1NG → M5J4 → IDB8 →...,0.13,NO
4,27,54,0.54,HAFA → 74LK → HCDA →...,0.04,NO
4,28,3,0.03,C3NG → K3N8 → KBF8 →...,0.57,NO
4,29,61,0.61,R0R2 → RO32 → PK74 →...,0.04,NO
4,30,21,0.21,MDF8 → E1RG → Q1R4 →...,0.09,NO
5,2,2,0.02,10101 → 10101,0.73,NO
5,3,1,0.01,20211 → 20211,1.00,YES
5,4,2,0.02,20322 → 23331 → 2032...,0.90,NO
5,5,4,0.04,30432 → 40431 → 4241...,0.41,NO
5,6,3,0.03,41532 → 41532,0.67,NO
5,7,5,0.05,42633 → 40653 → 6164...,0.47,NO
5,8,6,0.06,63732 → 52743 → 5175...,0.71,NO
5,9,6,0.06,52854 → 60873 → 8384...,0.42,NO
5,10,10,0.10,74943 → 62964 → 7197...,0.37,NO
5,11,4,0.04,84A53 → 73A64 → 72A7...,0.47,NO
5,12,2,0.02,83B74 → 83B74,0.98,NO
5,13,3,0.03,83C85 → 92C94 → A4C7...,0.83,NO
5,14,5,0.05,A5D74 → 94D85 → 93D9...,0.61,NO
5,15,1,0.01,A4E95 → A4E95,1.00,YES
5,16,7,0.07,A3FB6 → C4FA4 → B7F7...,0.66,NO
5,17,4,0.04,C6G95 → B5GA6 → B4GB...,0.80,NO
5,18,1,0.01,C5HB6 → C5HB6,1.00,YES
5,19,7,0.07,C4ID7 → E5IC5 → D8I9...,0.63,NO
5,20,4,0.04,E7JB6 → D6JC7 → D5JD...,0.60,NO
5,21,1,0.01,E6KD7 → E6KD7,1.00,YES
5,22,7,0.07,E5LF8 → G6LE6 → F9LB...,0.53,NO
5,23,3,0.03,G8MD7 → F7ME8 → F6MF...,0.57,NO
5,24,2,0.02,G7NF8 → G7NF8,0.98,NO
5,25,5,0.05,G6OH9 → I7OG7 → HAOD...,0.57,NO
5,26,4,0.04,I9PF8 → H8PG9 → H7PH...,0.56,NO
5,27,1,0.01,I8QH9 → I8QH9,1.00,YES
5,28,5,0.05,I7RJA → K8RI8 → JBRF...,0.46,NO
5,29,3,0.03,KASH9 → J9SIA → J8SJ...,0.52,NO
5,30,1,0.01,K9TJA → K9TJA,1.00,YES
6,2,3,0.03,101101 → 101101,0.43,NO
6,3,3,0.03,210111 → 122221 → 10...,0.71,NO
6,4,3,0.03,310221 → 310221,0.87,NO
6,5,5,0.05,304432 → 414421 → 33...,0.39,NO
6,6,5,0.05,525521 → 432222 → 20...,0.31,NO
6,7,6,0.06,320544 → 520542 → 53...,0.31,NO
6,8,3,0.03,640632 → 640632,0.87,NO
6,9,11,0.11,520764 → 740742 → 74...,0.38,NO
6,10,8,0.08,851742 → 750843 → 84...,0.37,NO
6,11,4,0.04,531876 → 740964 → 93...,0.61,NO
6,12,8,0.08,642876 → 62BB86 → 95...,0.50,NO
6,13,1,0.01,951A74 → 951A74,1.00,YES
6,14,10,0.10,A60C74 → C60C72 → CA...,0.64,NO
6,15,10,0.10,C9EE43 → BA2B44 → 97...,0.31,NO
6,16,12,0.12,C91D64 → C82C74 → A8...,0.45,NO
6,17,1,0.01,D91E74 → D91E74,1.00,YES
6,18,17,0.17,EA2E74 → CA2E76 → C6...,0.43,NO
6,19,12,0.12,F73EB4 → CA3E87 → B5...,0.36,NO
6,20,21,0.21,851HEC → G93FA4 → DB...,0.19,NO
6,21,7,0.07,H73GD4 → EC5E87 → 97...,0.51,NO
6,22,12,0.12,G64GF6 → CA8CBA → 42...,0.74,NO
6,23,19,0.19,F80LE8 → L75GF2 → JB...,0.30,NO
6,24,20,0.20,A73JGE → G93JE8 → G8...,0.41,NO
6,25,14,0.14,F93KFA → H64JI8 → FC...,0.77,NO
6,26,7,0.07,IA4KF8 → GA4KFA → G6...,0.89,NO
6,27,28,0.28,JB3MF8 → JB3MF8,0.36,NO
6,28,17,0.17,GB3NGC → K53NM8 → KH...,0.59,NO
6,29,27,0.27,H51QNC → PI4NA4 → LJ...,0.20,NO
6,30,30,0.30,MF7LE8 → FD0SGF → S2...,0.30,NO
7,2,3,0.03,1101001 → 1101001,0.68,NO
7,3,3,0.03,2102111 → 2022211 → ...,0.41,NO
7,4,1,0.01,3203211 → 3203211,1.00,YES
7,5,4,0.04,4314211 → 3314212 → ...,0.60,NO
7,6,2,0.02,4405412 → 5315321 → ...,0.93,NO
7,7,6,0.06,6316431 → 5506512 → ...,0.61,NO
7,8,12,0.12,6427432 → 5407633 → ...,0.28,NO
7,9,2,0.02,6518633 → 7328552 → ...,0.87,NO
7,10,8,0.08,8429652 → 7619733 → ...,0.68,NO
7,11,13,0.13,954A552 → 84AAA53 → ...,0.42,NO
7,12,10,0.10,863B754 → 841B974 → ...,0.60,NO
7,13,13,0.13,A53C873 → 972C954 → ...,0.30,NO
7,14,7,0.07,A62DA74 → B63D973 → ...,0.36,NO
7,15,15,0.15,B83EA64 → B73EA74 → ...,0.31,NO
7,16,16,0.16,B62FC95 → D74FA83 → ...,0.18,NO
7,17,7,0.07,C93GC75 → D74GB94 → ...,0.62,NO
7,18,4,0.04,F94HC83 → EB3HD64 → ...,0.81,NO
7,19,8,0.08,E93IE95 → F94ID94 → ...,0.42,NO
7,20,12,0.12,F84JEB5 → FA5JD95 → ...,0.31,NO
7,21,5,0.05,FB4KF96 → G95KEB5 → ...,0.61,NO
7,22,3,0.03,IB5LFA4 → HD4LG85 → ...,0.83,NO
7,23,6,0.06,HB4MHB6 → IB5MGB5 → ...,0.37,NO
7,24,14,0.14,ID4NIA6 → JC7NFB5 → ...,0.22,NO
7,25,6,0.06,ID5OIB7 → JB6OHD6 → ...,0.55,NO
7,26,3,0.03,LD6PIC5 → KF5PJA6 → ...,0.91,NO
7,27,5,0.05,LD8QHD6 → KD3QMD7 → ...,0.42,NO
7,28,17,0.17,LF5RLC7 → ME8RID6 → ...,0.17,NO
7,29,4,0.04,LF6SLD8 → MD7SKF7 → ...,0.59,NO
7,30,3,0.03,OF7TLE6 → NH6TMC7 → ...,0.80,NO
8,2,4,0.04,11011001 → 11011001,0.46,NO
8,3,1,0.01,21022111 → 21022111,1.00,YES
8,4,5,0.05,31333311 → 22133112 ...,0.51,NO
8,5,6,0.06,32203222 → 30444432 ...,0.47,NO
8,6,13,0.13,53304221 → 53104421 ...,0.21,NO
8,7,5,0.05,42166443 → 54066522 ...,0.51,NO
8,8,5,0.05,64306432 → 64106632 ...,0.69,NO
8,9,4,0.04,75388432 → 65407433 ...,0.87,NO
8,10,11,0.11,86526432 → 64308654 ...,0.46,NO
8,11,10,0.10,86418643 → 75218854 ...,0.37,NO
8,12,19,0.19,A7537642 → 8430A874 ...,0.37,NO
8,13,4,0.04,9541A874 → 9541A874,0.91,NO
8,14,9,0.09,CA70C632 → CA70C632,0.73,NO
8,15,23,0.23,B741CA74 → B75EE874 ...,0.28,NO
8,16,11,0.11,E852CA72 → CA50EA54 ...,0.44,NO
8,17,10,0.10,951GGEB8 → FB61EA52 ...,0.61,NO
8,18,24,0.24,GA74CA72 → E832EE94 ...,0.18,NO
8,19,11,0.11,FBA3E874 → CA41GE87 ...,0.37,NO
8,20,7,0.07,IC96CA72 → G650IED4 ...,0.51,NO
8,21,12,0.12,HA53GFA4 → EC9KKA87 ...,0.36,NO
8,22,15,0.15,KIF6E632 → IF97DC64 ...,0.68,NO
8,23,15,0.15,IHC0LA55 → LDC1KA92 ...,0.44,NO
8,24,10,0.10,GEB4IC98 → E850MIFA ...,0.50,NO
8,25,13,0.13,D981MGFC → L860NIG4 ...,0.62,NO
8,26,15,0.15,IGB0OE98 → OA72MIF2 ...,0.34,NO
8,27,20,0.20,JB41OMF8 → NIB3MF84 ...,0.41,NO
8,28,16,0.16,KDB9HGE8 → C850QMJG ...,0.60,NO
8,29,14,0.14,LHC1QGB8 → PD63OMF4 ...,0.48,NO
8,30,8,0.08,QOF0SE54 → SMJ0SA72 ...,0.60,NO
9,2,4,0.04,111010001 → 11101000...,0.48,NO
9,3,6,0.06,221021101 → 22022210...,0.31,NO
9,4,3,0.03,321032211 → 32103221...,0.72,NO
9,5,1,0.01,432043211 → 43204321...,1.00,YES
9,6,2,0.02,441054412 → 53315322...,0.97,NO
9,7,10,0.10,643263321 → 54166642...,0.72,NO
9,8,13,0.13,754373321 → 65207652...,0.61,NO
9,9,11,0.11,854186431 → 77308751...,0.26,NO
9,10,12,0.12,863098632 → 96529643...,0.37,NO
9,11,6,0.06,9552A7552 → 871AAA83...,0.51,NO
9,12,18,0.18,B873B7431 → A852B863...,0.21,NO
9,13,8,0.08,B963C8632 → A861CA64...,0.79,NO
9,14,5,0.05,C884D8552 → B832DAA5...,0.76,NO
9,15,10,0.10,C961EC853 → D972EB75...,0.80,NO
9,16,14,0.14,D873FB873 → CA40FEB5...,0.28,NO
9,17,9,0.09,E972GD973 → EB61GEA5...,0.69,NO
9,18,14,0.14,EA73HDA74 → EA62HEB7...,0.42,NO
9,19,2,0.02,GBA5IC873 → FB52IFD7...,0.99,NO
9,20,13,0.13,ID94JEA62 → HE83JFB5...,0.69,NO
9,21,16,0.16,HF82KHC54 → IDC6KD87...,0.36,NO
9,22,11,0.11,IC92LIC94 → JE92LIC7...,0.32,NO
9,23,23,0.23,IDA4MHC95 → ID82MJE9...,0.23,NO
9,24,16,0.16,JE94NIE95 → JE94NIE9...,0.50,NO
9,25,22,0.22,KFA4OJE95 → KFA4OJE9...,0.39,NO
9,26,1,0.01,LG93PLG95 → MGC6PID9...,1.00,YES
9,27,6,0.06,LFC5QKEB6 → LF92QNHB...,0.37,NO
9,28,10,0.10,MGB5RLGB6 → MGA4RMHB...,0.31,NO
9,29,14,0.14,NHB4SNHB6 → OHC5SMGB...,0.48,NO
9,30,3,0.03,OIC5TNHB6 → OIC5TNHB...,0.91,NO
10,2,5,0.05,1110110001 → 1110110...,0.36,NO
10,3,4,0.04,2210221101 → 2210221...,0.69,NO
10,4,5,0.05,3111022221 → 3111022...,0.52,NO
10,5,4,0.04,4331033111 → 4222122...,0.43,NO
10,6,9,0.09,4321044322 → 4321044...,0.31,NO
10,7,4,0.04,6432663321 → 5440665...,0.66,NO
10,8,10,0.10,6543064322 → 6431066...,0.22,NO
10,9,7,0.07,7521886632 → 7653075...,0.48,NO
10,10,16,0.16,8653266432 → 6433086...,0.38,NO
10,11,17,0.17,8753097533 → 9543AA6...,0.31,NO
10,12,9,0.09,A8530A8632 → A8550A6...,0.37,NO
10,13,10,0.10,95441A8874 → 95441A8...,0.55,NO
10,14,14,0.14,CA730CA632 → CA770C6...,0.38,NO
10,15,4,0.04,B7641CA874 → B761EEC...,0.54,NO
10,16,20,0.20,E8552CAA72 → CA550EA...,0.25,NO
10,17,10,0.10,DA943CC764 → A8841EC...,0.56,NO
10,18,7,0.07,C7652ECBA6 → C7652EC...,0.36,NO
10,19,11,0.11,FBA63EC874 → CA641GE...,0.38,NO
10,20,15,0.15,IGD30IG632 → IGDD6C6...,0.43,NO
10,21,11,0.11,HFCC3G8854 → ECA43GG...,0.80,NO
10,22,9,0.09,KFF95FC662 → IA992IC...,0.47,NO
10,23,27,0.27,JFC61KGA74 → JFA81KE...,0.23,NO
10,24,28,0.28,KIH70MG654 → MGDB8EC...,0.33,NO
10,25,19,0.19,HDA87GGEB8 → A8841MK...,0.23,NO
10,26,26,0.26,OI310OOM72 → ONMJAE6...,0.23,NO
10,27,4,0.04,NJIC1OE874 → NJCA1OG...,0.92,NO
10,28,16,0.16,QOD30QOE32 → QOLL0Q6...,0.31,NO
10,29,12,0.12,LHC41QOGB8 → PKD63OM...,0.70,NO
10,30,19,0.19,SMB30SQI72 → SQNF6ME...,0.52,NO
11,2,5,0.05,11110100001 → 111101...,0.45,NO
11,3,10,0.10,22210211001 → 222022...,0.27,NO
11,4,6,0.06,33210322101 → 332103...,0.41,NO
11,5,4,0.04,43320432111 → 432204...,0.46,NO
11,6,4,0.04,44110544412 → 533315...,0.74,NO
11,7,1,0.01,65430653211 → 654306...,1.00,YES
11,8,11,0.11,75441753321 → 663207...,0.30,NO
11,9,6,0.06,87530875311 → 876418...,0.52,NO
11,10,12,0.12,86420987532 → 966419...,0.47,NO
11,11,15,0.15,97530A97532 → A7641A...,0.28,NO
11,12,15,0.15,B8862B85331 → A9552B...,0.42,NO
11,13,8,0.08,C9852C97431 → BA652C...,0.59,NO
11,14,12,0.12,C8874D86552 → B8331D...,0.43,NO
11,15,15,0.15,D9974E97552 → C9441E...,0.55,NO
11,16,12,0.12,CA641FDB954 → E9863F...,0.37,NO
11,17,9,0.09,EB851GEB853 → FB962G...,0.63,NO
11,18,11,0.11,FCA84HC9753 → EB751H...,0.28,NO
11,19,7,0.07,GEC83IEA643 → FDA83I...,0.71,NO
11,20,6,0.06,GC652JGED74 → HCB85J...,0.64,NO
11,21,27,0.27,JEB94KFB962 → IF951K...,0.26,NO
11,22,15,0.15,IEC82LID974 → JEB63L...,0.24,NO
11,23,18,0.18,JFB62MJGB74 → KFD93M...,0.28,NO
11,24,10,0.10,KGD72NKGA74 → LGD95N...,0.44,NO
11,25,5,0.05,KHC82OLGC75 → MGD93O...,0.34,NO
11,26,12,0.12,LGD82PMHC95 → NHD83P...,0.38,NO
11,27,6,0.06,MHD94QLHD95 → MHC83Q...,0.88,NO
11,28,13,0.13,OKC73RNKF74 → OKGD7R...,0.75,NO
11,29,20,0.20,OLE84SNKE75 → OJGD5S...,0.45,NO
11,30,9,0.09,RKGC5TNHD93 → QME83T...,0.26,NO
12,2,5,0.05,111101100001 → 11110...,0.32,NO
12,3,3,0.03,222102211001 → 22210...,0.48,NO
12,4,7,0.07,331110222201 → 33111...,0.30,NO
12,5,6,0.06,332210332212 → 32204...,0.76,NO
12,6,12,0.12,533110444221 → 53331...,0.35,NO
12,7,6,0.06,644166664221 → 55441...,0.48,NO
12,8,20,0.20,654310664322 → 65431...,0.19,NO
12,9,6,0.06,754421664432 → 64418...,0.74,NO
12,10,19,0.19,865332666432 → 64333...,0.21,NO
12,11,6,0.06,88742AA76323 → 88553...,0.93,NO
12,12,23,0.23,A98530A86322 → A8755...,0.26,NO
12,13,8,0.08,985320BA9744 → B8654...,0.44,NO
12,14,27,0.27,CA7330CAA632 → CA777...,0.11,NO
12,15,8,0.08,B96621CC8854 → BA742...,0.44,NO
12,16,26,0.26,E98552CAA762 → CA553...,0.20,NO
12,17,10,0.10,DA9843CC8764 → A8841...,0.37,NO
12,18,25,0.25,ECB954CC8654 → A8775...,0.20,NO
12,19,9,0.09,FBA641GEC874 → FBA64...,0.43,NO
12,20,10,0.10,GEB990IAA854 → IC931...,0.68,NO
12,21,18,0.18,ECC863GEC887 → D8744...,0.23,NO
12,22,17,0.17,KIFF96EC6632 → IF998...,0.57,NO
12,23,10,0.10,JHEA61KGC854 → JFCA6...,0.69,NO
12,24,28,0.28,MKHB50MIC632 → MKHDB...,0.26,NO
12,25,8,0.08,LC963OOKIFC4 → LKFB6...,0.88,NO
12,26,28,0.28,MG5330OMMK94 → OJJIF...,0.53,NO
12,27,11,0.11,NJICA1OGE874 → NJCA6...,0.30,NO
12,28,11,0.11,QOLFD2OEC632 → OMLF3...,0.74,NO
12,29,8,0.08,PLGE83OKEC74 → MKEC3...,0.58,NO
12,30,18,0.18,QGB770SMMID4 → SMFF7...,0.46,NO
13,2,5,0.05,1111101000001 → 1111...,0.40,NO
13,3,11,0.11,2222102110001 → 2222...,0.18,NO
